participant_id,condition,channel_set,epoch_index,alpha_power_8_12,n_channels
sub-123,EyesClosed,oz,1,-11.697446042072116,1
sub-123,EyesClosed,oz,2,-11.570142797908717,1
sub-123,EyesClosed,oz,3,-11.636074676554161,1
sub-123,EyesClosed,oz,4,-11.409518647964243,1
sub-123,EyesClosed,oz,5,-11.47484575234546,1
sub-123,EyesOpen,oz,0,-11.844686929622682,1
sub-123,EyesOpen,oz,1,-11.72226812995473,1
sub-123,EyesOpen,oz,2,-11.620820540062201,1
sub-123,EyesOpen,oz,3,-11.768362172697229,1
sub-123,EyesOpen,oz,4,-11.797223431103479,1
sub-123,EyesOpen,oz,5,-11.758892765595208,1
sub-124,EyesClosed,oz,0,-12.067494062474465,1
sub-124,EyesClosed,oz,1,-11.886650285221142,1
sub-124,EyesClosed,oz,2,-11.903242345451037,1
sub-124,EyesClosed,oz,3,-11.990147620108344,1
sub-124,EyesClosed,oz,4,-11.406878252907774,1
sub-124,EyesClosed,oz,5,-11.81452812034772,1
sub-124,EyesOpen,oz,0,-11.858255711045206,1
sub-124,EyesOpen,oz,1,-11.820895612290057,1
sub-124,EyesOpen,oz,2,-11.823681836100263,1
sub-124,EyesOpen,oz,3,-11.998769257381513,1
sub-124,EyesOpen,oz,4,-11.8591150400282,1
sub-124,EyesOpen,oz,5,-11.791249181185268,1
sub-125,EyesClosed,oz,0,-11.4324707909466,1
sub-125,EyesClosed,oz,1,-11.259337762500401,1
sub-125,EyesClosed,oz,2,-11.271950960471548,1
sub-125,EyesClosed,oz,3,-11.403358238920823,1
sub-125,EyesClosed,oz,4,-11.338294938357002,1
sub-125,EyesClosed,oz,5,-11.356270848130698,1
sub-125,EyesOpen,oz,0,-11.664975680328446,1
sub-125,EyesOpen,oz,1,-11.626231715692942,1
sub-125,EyesOpen,oz,2,-11.571857919688608,1
sub-125,EyesOpen,oz,3,-11.72658247663179,1
sub-125,EyesOpen,oz,4,-11.415637591832445,1
sub-125,EyesOpen,oz,5,-11.031373128004468,1
sub-126,EyesClosed,oz,0,-11.365371480850106,1
sub-126,EyesClosed,oz,1,-11.298039161100508,1
sub-126,EyesClosed,oz,2,-11.13356995492054,1
sub-126,EyesClosed,oz,3,-11.113712659272752,1
sub-126,EyesClosed,oz,4,-11.039752698465218,1
sub-126,EyesClosed,oz,5,-11.045321347159557,1
sub-126,EyesOpen,oz,0,-11.496755880360805,1
sub-126,EyesOpen,oz,1,-11.692384470900475,1
sub-126,EyesOpen,oz,2,-11.475081002829633,1
sub-126,EyesOpen,oz,3,-11.467370291898343,1
sub-126,EyesOpen,oz,4,-11.548690492769234,1
sub-126,EyesOpen,oz,5,-11.54842820957903,1
sub-127,EyesClosed,oz,0,-11.645835051847113,1
sub-127,EyesClosed,oz,1,-11.661113765605538,1
sub-127,EyesClosed,oz,2,-11.783278387878134,1
sub-127,EyesClosed,oz,3,-11.791848007924786,1
sub-127,EyesClosed,oz,4,-11.845306627559596,1
sub-127,EyesClosed,oz,5,-11.83789509798897,1
sub-127,EyesOpen,oz,0,-11.563458793866129,1
sub-127,EyesOpen,oz,1,-11.714286439799638,1
sub-127,EyesOpen,oz,2,-11.658943948145497,1
sub-127,EyesOpen,oz,3,-11.782523487272963,1
sub-127,EyesOpen,oz,4,-11.983156159283197,1
sub-127,EyesOpen,oz,5,-11.627342938331292,1
sub-128,EyesClosed,oz,0,-11.385265053749453,1
sub-128,EyesClosed,oz,1,-11.248105958174055,1
sub-128,EyesClosed,oz,2,-11.192047412960846,1
sub-128,EyesClosed,oz,3,-11.27824304044697,1
sub-128,EyesClosed,oz,4,-11.3551654045502,1
sub-128,EyesClosed,oz,5,-11.397783095711926,1
sub-128,EyesOpen,oz,0,-11.369807046481704,1
sub-128,EyesOpen,oz,1,-11.48178425047766,1
sub-128,EyesOpen,oz,2,-11.428928184314307,1
sub-128,EyesOpen,oz,3,-11.366653779381643,1
sub-128,EyesOpen,oz,4,-11.561788656473537,1
sub-128,EyesOpen,oz,5,-11.554761321047524,1
sub-129,EyesClosed,oz,0,-10.600179641115263,1
sub-129,EyesClosed,oz,1,-10.315801607838521,1
sub-129,EyesClosed,oz,2,-10.37445156222835,1
sub-129,EyesClosed,oz,3,-10.429279266620153,1
sub-129,EyesClosed,oz,4,-10.41130184511758,1
sub-129,EyesClosed,oz,5,-10.145649291866475,1
sub-129,EyesOpen,oz,0,-11.557500791239043,1
sub-129,EyesOpen,oz,1,-11.625220312172074,1
sub-129,EyesOpen,oz,2,-11.355726322845788,1
sub-129,EyesOpen,oz,3,-11.395655444218294,1
sub-129,EyesOpen,oz,4,-11.44154783217328,1
sub-129,EyesOpen,oz,5,-11.495215027618057,1
sub-130,EyesClosed,oz,0,-10.655731064802527,1
sub-130,EyesClosed,oz,1,-10.611996264512221,1
sub-130,EyesClosed,oz,2,-10.629465038438175,1
sub-130,EyesClosed,oz,3,-10.615771497147046,1
sub-130,EyesClosed,oz,4,-10.566593890939277,1
sub-130,EyesClosed,oz,5,-10.444407756425708,1
sub-130,EyesOpen,oz,0,-11.170553273489958,1
sub-130,EyesOpen,oz,1,-10.926717108626145,1
sub-130,EyesOpen,oz,2,-10.93415274843098,1
sub-130,EyesOpen,oz,3,-11.078259497771201,1
sub-130,EyesOpen,oz,4,-11.146461719549109,1
sub-130,EyesOpen,oz,5,-11.013039741831964,1
sub-131,EyesClosed,oz,0,-9.448506018844418,1
sub-131,EyesClosed,oz,1,-9.683819271334052,1
sub-131,EyesClosed,oz,2,-9.391237174226,1
sub-131,EyesClosed,oz,3,-9.48379580411037,1
sub-131,EyesClosed,oz,4,-9.73592571608012,1
sub-131,EyesClosed,oz,5,-9.465526537160374,1
sub-131,EyesOpen,oz,0,-11.003500356502018,1
sub-131,EyesOpen,oz,1,-10.810462838152445,1
sub-131,EyesOpen,oz,2,-10.856441623707612,1
sub-131,EyesOpen,oz,3,-10.796190430461172,1
sub-131,EyesOpen,oz,4,-10.643417680409822,1
sub-131,EyesOpen,oz,5,-10.751956253706227,1
sub-132,EyesClosed,oz,0,-9.842618472496184,1
sub-132,EyesClosed,oz,1,-10.069181151191824,1
sub-132,EyesClosed,oz,2,-9.898761075744604,1
sub-132,EyesClosed,oz,3,-9.87363252927752,1
sub-132,EyesClosed,oz,4,-10.10814417948138,1
sub-132,EyesClosed,oz,5,-9.934138740965977,1
sub-132,EyesOpen,oz,0,-10.706372522009621,1
sub-132,EyesOpen,oz,1,-10.906548721755492,1
sub-132,EyesOpen,oz,2,-10.636578618954253,1
sub-132,EyesOpen,oz,3,-10.71742857129105,1
sub-132,EyesOpen,oz,4,-10.39128109006866,1
sub-132,EyesOpen,oz,5,-10.275749930660556,1
sub-133,EyesClosed,oz,0,-11.751790812782453,1
sub-133,EyesClosed,oz,1,-11.745055717010786,1
sub-133,EyesClosed,oz,2,-11.756612232798265,1
sub-133,EyesClosed,oz,3,-11.822802843492067,1
sub-133,EyesClosed,oz,4,-11.915341652374213,1
sub-133,EyesClosed,oz,5,-11.67437957263072,1
sub-133,EyesOpen,oz,0,-11.600183879986458,1
sub-133,EyesOpen,oz,1,-11.635151033973962,1
sub-133,EyesOpen,oz,2,-11.684318203934751,1
sub-133,EyesOpen,oz,3,-11.717906026098323,1
sub-133,EyesOpen,oz,4,-11.583710087963386,1
sub-133,EyesOpen,oz,5,-11.73746962994023,1
sub-134,EyesClosed,oz,0,-10.307088140003856,1
sub-134,EyesClosed,oz,1,-10.487889056360544,1
sub-134,EyesClosed,oz,2,-10.485492749040134,1
sub-134,EyesClosed,oz,3,-10.57552209427098,1
sub-134,EyesClosed,oz,4,-10.48206706107241,1
sub-134,EyesClosed,oz,5,-10.450389619569183,1
sub-134,EyesOpen,oz,0,-11.378424104211309,1
sub-134,EyesOpen,oz,1,-11.176326079394496,1
sub-134,EyesOpen,oz,2,-10.954129273694845,1
sub-134,EyesOpen,oz,3,-10.903856271935094,1
sub-134,EyesOpen,oz,4,-10.902546591822572,1
sub-134,EyesOpen,oz,5,-10.842383333572803,1
sub-135,EyesClosed,oz,0,-10.740811761611232,1
sub-135,EyesClosed,oz,1,-10.679400870705658,1
sub-135,EyesClosed,oz,2,-10.721820107666636,1
sub-135,EyesClosed,oz,3,-10.670042171252359,1
sub-135,EyesClosed,oz,4,-10.771187688350151,1
sub-135,EyesClosed,oz,5,-10.805407258161464,1
sub-135,EyesOpen,oz,0,-11.103463146142397,1
sub-135,EyesOpen,oz,1,-11.387109607411185,1
sub-135,EyesOpen,oz,2,-11.122289019850047,1
sub-135,EyesOpen,oz,3,-11.116768052557465,1
sub-135,EyesOpen,oz,4,-11.243595091857264,1
sub-135,EyesOpen,oz,5,-11.203032936144302,1
sub-136,EyesClosed,oz,0,-9.641120133688002,1
sub-136,EyesClosed,oz,1,-9.60735795904165,1
sub-136,EyesClosed,oz,2,-9.583538547248295,1
sub-136,EyesClosed,oz,3,-9.63216043895837,1
sub-136,EyesClosed,oz,4,-9.678788444260489,1
sub-136,EyesClosed,oz,5,-9.680509030291834,1
sub-136,EyesOpen,oz,0,-10.866254970720469,1
sub-136,EyesOpen,oz,1,-10.734182389665992,1
sub-136,EyesOpen,oz,2,-10.999030667747807,1
sub-136,EyesOpen,oz,3,-10.706673166747976,1
sub-136,EyesOpen,oz,4,-10.616445364500875,1
sub-136,EyesOpen,oz,5,-10.599981101464298,1
sub-137,EyesClosed,oz,0,-10.40938105908448,1
sub-137,EyesClosed,oz,1,-10.352331612426527,1
sub-137,EyesClosed,oz,2,-10.520350038294126,1
sub-137,EyesClosed,oz,3,-10.332504524430204,1
sub-137,EyesClosed,oz,4,-10.31639753831721,1
sub-137,EyesClosed,oz,5,-10.439397239412159,1
sub-137,EyesOpen,oz,0,-10.969132899204107,1
sub-137,EyesOpen,oz,1,-10.79015213808146,1
sub-137,EyesOpen,oz,2,-10.912372099825985,1
sub-137,EyesOpen,oz,3,-10.97418923463157,1
sub-137,EyesOpen,oz,4,-10.908094510949402,1
sub-137,EyesOpen,oz,5,-10.860980664214834,1
sub-138,EyesClosed,oz,0,-10.089430975989439,1
sub-138,EyesClosed,oz,1,-10.082616524703434,1
sub-138,EyesClosed,oz,2,-10.39335082459329,1
sub-138,EyesClosed,oz,3,-10.191667092596763,1
sub-138,EyesClosed,oz,4,-10.309446281785677,1
sub-138,EyesClosed,oz,5,-10.20229034305384,1
sub-138,EyesOpen,oz,0,-11.698681679627883,1
sub-138,EyesOpen,oz,1,-11.54515419447882,1
sub-138,EyesOpen,oz,2,-11.674471329401566,1
sub-138,EyesOpen,oz,3,-11.698477613969462,1
sub-138,EyesOpen,oz,4,-11.237849563123424,1
sub-138,EyesOpen,oz,5,-11.61318159573573,1
sub-139,EyesClosed,oz,0,-11.947647776271014,1
sub-139,EyesClosed,oz,1,-11.64476745759551,1
sub-139,EyesClosed,oz,2,-11.063089188816006,1
sub-139,EyesClosed,oz,3,-11.365383007078144,1
sub-139,EyesClosed,oz,4,-11.678793593206724,1
sub-139,EyesClosed,oz,5,-11.408479618465773,1
sub-139,EyesOpen,oz,0,-11.648657204275102,1
sub-139,EyesOpen,oz,1,-11.829314645467182,1
sub-139,EyesOpen,oz,2,-11.758634836473629,1
sub-139,EyesOpen,oz,3,-11.522301624211305,1
sub-139,EyesOpen,oz,4,-11.823640710594916,1
sub-139,EyesOpen,oz,5,-11.883444102092877,1
sub-140,EyesClosed,oz,0,-11.646851745600536,1
sub-140,EyesClosed,oz,1,-11.718230060319227,1
sub-140,EyesClosed,oz,2,-11.686101126402285,1
sub-140,EyesClosed,oz,3,-11.689682233642683,1
sub-140,EyesClosed,oz,4,-11.544360229149735,1
sub-140,EyesClosed,oz,5,-11.588720237677718,1
sub-140,EyesOpen,oz,0,-11.759970662136391,1
sub-140,EyesOpen,oz,1,-11.723282949400854,1
sub-140,EyesOpen,oz,2,-11.720555839808897,1
sub-140,EyesOpen,oz,3,-11.636225859395688,1
sub-140,EyesOpen,oz,4,-11.63772531033166,1
sub-140,EyesOpen,oz,5,-11.657513662187204,1
sub-141,EyesClosed,oz,0,-10.898054085824853,1
sub-141,EyesClosed,oz,1,-11.24616137043196,1
sub-141,EyesClosed,oz,2,-10.862539966227509,1
sub-141,EyesClosed,oz,3,-10.867359718848487,1
sub-141,EyesClosed,oz,4,-11.038430641296687,1
sub-141,EyesClosed,oz,5,-10.86094441225597,1
sub-141,EyesOpen,oz,0,-11.65362442111643,1
sub-141,EyesOpen,oz,1,-11.507356795407182,1
sub-141,EyesOpen,oz,2,-11.481630089391313,1
sub-141,EyesOpen,oz,3,-11.662740025622785,1
sub-141,EyesOpen,oz,4,-11.622554406101674,1
sub-141,EyesOpen,oz,5,-11.527965095152787,1
sub-142,EyesClosed,oz,0,-11.4273202741515,1
sub-142,EyesClosed,oz,1,-11.388801330288233,1
sub-142,EyesClosed,oz,2,-11.245702426445325,1
sub-142,EyesClosed,oz,3,-11.27756809538472,1
sub-142,EyesClosed,oz,4,-11.465467086678546,1
sub-142,EyesClosed,oz,5,-11.601632199153377,1
sub-142,EyesOpen,oz,0,-11.706683797111774,1
sub-142,EyesOpen,oz,1,-11.658697827005916,1
sub-142,EyesOpen,oz,2,-11.509329842999541,1
sub-142,EyesOpen,oz,3,-11.429373520871106,1
sub-142,EyesOpen,oz,4,-11.664453506400514,1
sub-142,EyesOpen,oz,5,-11.52098459179241,1
sub-143,EyesClosed,oz,0,-10.227539165320687,1
sub-143,EyesClosed,oz,1,-10.410855901519247,1
sub-143,EyesClosed,oz,2,-10.18369626407537,1
sub-143,EyesClosed,oz,3,-10.406349091787485,1
sub-143,EyesClosed,oz,4,-10.107374737865287,1
sub-143,EyesClosed,oz,5,-10.623998002959574,1
sub-143,EyesOpen,oz,0,-11.517230708142879,1
sub-143,EyesOpen,oz,1,-11.051328515576559,1
sub-143,EyesOpen,oz,2,-11.357736239362792,1
sub-143,EyesOpen,oz,3,-11.257926746192247,1
sub-143,EyesOpen,oz,4,-11.200145482943302,1
sub-143,EyesOpen,oz,5,-11.160765726033711,1
sub-144,EyesClosed,oz,0,-11.144541760045941,1
sub-144,EyesClosed,oz,1,-11.019708623754257,1
sub-144,EyesClosed,oz,2,-10.978728148139071,1
sub-144,EyesClosed,oz,3,-11.325153092063902,1
sub-144,EyesClosed,oz,4,-11.075901643022005,1
sub-144,EyesClosed,oz,5,-11.027235420806257,1
sub-144,EyesOpen,oz,0,-11.657026480128527,1
sub-144,EyesOpen,oz,1,-11.72370951071078,1
sub-144,EyesOpen,oz,2,-11.717987983901198,1
sub-144,EyesOpen,oz,3,-11.654126106162728,1
sub-144,EyesOpen,oz,4,-11.440864533302753,1
sub-144,EyesOpen,oz,5,-11.469330013623374,1
sub-145,EyesClosed,oz,0,-11.190541181183344,1
sub-145,EyesClosed,oz,1,-11.162863722700248,1
sub-145,EyesClosed,oz,2,-11.155166303955385,1
sub-145,EyesClosed,oz,3,-11.09457857877088,1
sub-145,EyesClosed,oz,4,-11.24800859346433,1
sub-145,EyesClosed,oz,5,-11.142090022519053,1
sub-145,EyesOpen,oz,0,-11.319756675864644,1
sub-145,EyesOpen,oz,1,-11.405126317288326,1
sub-145,EyesOpen,oz,2,-11.402613586353366,1
sub-145,EyesOpen,oz,3,-11.393886469644242,1
sub-145,EyesOpen,oz,4,-11.505292962188305,1
sub-145,EyesOpen,oz,5,-11.483706643830898,1
sub-146,EyesClosed,oz,0,-10.637871603037889,1
sub-146,EyesClosed,oz,1,-10.523031143006538,1
sub-146,EyesClosed,oz,2,-10.280124536807362,1
sub-146,EyesClosed,oz,3,-10.087050153597128,1
sub-146,EyesClosed,oz,4,-9.928201158961695,1
sub-146,EyesClosed,oz,5,-10.095637884726871,1
sub-146,EyesOpen,oz,0,-11.461640025904783,1
sub-146,EyesOpen,oz,1,-11.51142981173175,1
sub-146,EyesOpen,oz,2,-11.398997724042294,1
sub-146,EyesOpen,oz,3,-11.437866603524027,1
sub-146,EyesOpen,oz,4,-11.250596264287662,1
sub-146,EyesOpen,oz,5,-11.504642648080342,1
sub-147,EyesClosed,oz,0,-10.516384997821968,1
sub-147,EyesClosed,oz,1,-10.831317813276772,1
sub-147,EyesClosed,oz,2,-10.834284105757144,1
sub-147,EyesClosed,oz,3,-10.587674489896834,1
sub-147,EyesClosed,oz,4,-10.51326747727103,1
sub-147,EyesClosed,oz,5,-10.633988586047572,1
sub-147,EyesOpen,oz,0,-11.842151020666385,1
sub-147,EyesOpen,oz,1,-11.834993258169959,1
sub-147,EyesOpen,oz,2,-11.62438157562562,1
sub-147,EyesOpen,oz,3,-11.544124289210789,1
sub-147,EyesOpen,oz,4,-11.762832303826377,1
sub-147,EyesOpen,oz,5,-11.588225517549159,1
sub-148,EyesClosed,oz,0,-10.15533432686646,1
sub-148,EyesClosed,oz,1,-9.555433928293683,1
sub-148,EyesClosed,oz,2,-9.599204591858555,1
sub-148,EyesClosed,oz,3,-9.612279518327654,1
sub-148,EyesClosed,oz,4,-9.570069843668882,1
sub-148,EyesClosed,oz,5,-9.589996438700371,1
sub-148,EyesOpen,oz,0,-11.49455940076187,1
sub-148,EyesOpen,oz,1,-11.136271156794546,1
sub-148,EyesOpen,oz,2,-10.67194948115116,1
sub-148,EyesOpen,oz,3,-10.650871788307237,1
sub-148,EyesOpen,oz,4,-10.988559964012325,1
sub-148,EyesOpen,oz,5,-11.267434815315573,1
sub-149,EyesClosed,oz,0,-10.146942640796189,1
sub-149,EyesClosed,oz,1,-10.354570952346318,1
sub-149,EyesClosed,oz,2,-10.567839648192656,1
sub-149,EyesClosed,oz,3,-10.537241611831712,1
sub-149,EyesClosed,oz,4,-10.52373406470012,1
sub-149,EyesClosed,oz,5,-10.367039125253571,1
sub-149,EyesOpen,oz,0,-10.998171028357943,1
sub-149,EyesOpen,oz,1,-10.773431353392008,1
sub-149,EyesOpen,oz,2,-10.871553121621064,1
sub-149,EyesOpen,oz,3,-10.908531481015467,1
sub-149,EyesOpen,oz,4,-10.76270680301623,1
sub-149,EyesOpen,oz,5,-10.846668329465396,1
sub-150,EyesClosed,oz,0,-11.949709572663151,1
sub-150,EyesClosed,oz,1,-12.027474801763892,1
sub-150,EyesClosed,oz,2,-11.941275140901427,1
sub-150,EyesClosed,oz,3,-11.933722596024364,1
sub-150,EyesClosed,oz,4,-11.897028163278303,1
sub-150,EyesClosed,oz,5,-11.79979859412575,1
sub-150,EyesOpen,oz,0,-11.800443708078557,1
sub-150,EyesOpen,oz,1,-11.741747435032933,1
sub-150,EyesOpen,oz,2,-11.82278016687695,1
sub-150,EyesOpen,oz,3,-11.867072029643479,1
sub-150,EyesOpen,oz,4,-11.836113657261286,1
sub-150,EyesOpen,oz,5,-11.97754894006357,1
sub-151,EyesClosed,oz,0,-10.55215163519065,1
sub-151,EyesClosed,oz,1,-10.809493378820973,1
sub-151,EyesClosed,oz,2,-10.689703789269837,1
sub-151,EyesClosed,oz,3,-10.765872459073055,1
sub-151,EyesClosed,oz,4,-10.569416990682672,1
sub-151,EyesClosed,oz,5,-10.678845375679131,1
sub-151,EyesOpen,oz,0,-11.378468944197838,1
sub-151,EyesOpen,oz,1,-11.44263712928949,1
sub-151,EyesOpen,oz,2,-11.251052628079655,1
sub-151,EyesOpen,oz,3,-11.12756917698683,1
sub-151,EyesOpen,oz,4,-11.450908007693618,1
sub-151,EyesOpen,oz,5,-11.291422401480686,1
sub-152,EyesClosed,oz,0,-11.321053488156293,1
sub-152,EyesClosed,oz,1,-11.289703820123288,1
sub-152,EyesClosed,oz,2,-11.142657295267817,1
sub-152,EyesClosed,oz,3,-11.031353045111603,1
sub-152,EyesClosed,oz,4,-11.135515449022513,1
sub-152,EyesClosed,oz,5,-11.02087005304556,1
sub-152,EyesOpen,oz,0,-11.200351867062997,1
sub-152,EyesOpen,oz,1,-10.501456186628163,1
sub-152,EyesOpen,oz,2,-10.859387558766064,1
sub-152,EyesOpen,oz,3,-10.518212775565948,1
sub-152,EyesOpen,oz,4,-10.7704006321496,1
sub-152,EyesOpen,oz,5,-10.757224622728467,1
sub-153,EyesClosed,oz,0,-11.447621555863615,1
sub-153,EyesClosed,oz,1,-11.521616904079444,1
sub-153,EyesClosed,oz,2,-11.253817317429432,1
sub-153,EyesClosed,oz,3,-11.196897131921606,1
sub-153,EyesClosed,oz,4,-11.274818377902363,1
sub-153,EyesClosed,oz,5,-11.516317053823553,1
sub-153,EyesOpen,oz,0,-11.768224472048075,1
sub-153,EyesOpen,oz,1,-11.669836326937867,1
sub-153,EyesOpen,oz,2,-11.708696931610888,1
sub-153,EyesOpen,oz,3,-11.788101654320608,1
sub-153,EyesOpen,oz,4,-11.617688372451576,1
sub-153,EyesOpen,oz,5,-11.549556062980429,1
sub-154,EyesClosed,oz,0,-11.019046920415079,1
sub-154,EyesClosed,oz,1,-11.08122692628371,1
sub-154,EyesClosed,oz,2,-10.87819463150106,1
sub-154,EyesClosed,oz,3,-10.726952705727603,1
sub-154,EyesClosed,oz,4,-10.958943971168564,1
sub-154,EyesClosed,oz,5,-10.716433027063202,1
sub-154,EyesOpen,oz,0,-11.585719165175876,1
sub-154,EyesOpen,oz,1,-11.544424719958274,1
sub-154,EyesOpen,oz,2,-11.460305551945945,1
sub-154,EyesOpen,oz,3,-11.489626817988945,1
sub-154,EyesOpen,oz,4,-11.38678224651211,1
sub-154,EyesOpen,oz,5,-11.440343920881697,1
sub-155,EyesClosed,oz,0,-11.127564061007503,1
sub-155,EyesClosed,oz,1,-11.220709990235799,1
sub-155,EyesClosed,oz,2,-11.069368276452666,1
sub-155,EyesClosed,oz,3,-10.978355665600322,1
sub-155,EyesClosed,oz,4,-11.101646167569873,1
sub-155,EyesClosed,oz,5,-11.175168477152354,1
sub-155,EyesOpen,oz,0,-11.42940225505756,1
sub-155,EyesOpen,oz,1,-11.427964528120617,1
sub-155,EyesOpen,oz,2,-11.296559817864441,1
sub-155,EyesOpen,oz,3,-11.372995309594826,1
sub-155,EyesOpen,oz,4,-11.593416218207876,1
sub-155,EyesOpen,oz,5,-11.916396502843453,1
sub-156,EyesClosed,oz,0,-10.500966666149191,1
sub-156,EyesClosed,oz,1,-10.420441081934108,1
sub-156,EyesClosed,oz,2,-10.479884005887993,1
sub-156,EyesClosed,oz,3,-10.45096326026301,1
sub-156,EyesClosed,oz,4,-10.479705958834455,1
sub-156,EyesClosed,oz,5,-10.495280543184865,1
sub-156,EyesOpen,oz,0,-10.816363842577621,1
sub-156,EyesOpen,oz,1,-10.756017508186385,1
sub-156,EyesOpen,oz,2,-10.72378190036215,1
sub-156,EyesOpen,oz,3,-10.922912180660147,1
sub-156,EyesOpen,oz,4,-10.724604340876645,1
sub-156,EyesOpen,oz,5,-10.85834204081733,1
sub-157,EyesClosed,oz,0,-11.55168058409917,1
sub-157,EyesClosed,oz,1,-11.293037689817167,1
sub-157,EyesClosed,oz,2,-11.398484039120031,1
sub-157,EyesClosed,oz,3,-10.988060668424135,1
sub-157,EyesClosed,oz,4,-11.251253060570832,1
sub-157,EyesClosed,oz,5,-10.723224470818979,1
sub-157,EyesOpen,oz,0,-11.671860044714231,1
sub-157,EyesOpen,oz,1,-11.667823602939716,1
sub-157,EyesOpen,oz,2,-11.685461081021817,1
sub-157,EyesOpen,oz,3,-11.71526084346158,1
sub-157,EyesOpen,oz,4,-11.637724605549863,1
sub-157,EyesOpen,oz,5,-11.715255171218693,1
sub-158,EyesClosed,oz,0,-11.164466677722352,1
sub-158,EyesClosed,oz,1,-11.154609098314197,1
sub-158,EyesClosed,oz,2,-11.299746340145342,1
sub-158,EyesClosed,oz,3,-11.184267280465447,1
sub-158,EyesClosed,oz,4,-11.147980190126775,1
sub-158,EyesClosed,oz,5,-11.08697322995565,1
sub-158,EyesOpen,oz,0,-11.30687583784383,1
sub-158,EyesOpen,oz,1,-11.330292129704373,1
sub-158,EyesOpen,oz,2,-11.11151957159313,1
sub-158,EyesOpen,oz,3,-11.21155587031615,1
sub-158,EyesOpen,oz,4,-11.103556652378,1
sub-158,EyesOpen,oz,5,-11.19909905974623,1
sub-159,EyesClosed,oz,0,-10.445108661864017,1
sub-159,EyesClosed,oz,1,-10.417729906617422,1
sub-159,EyesClosed,oz,2,-10.334678305944827,1
sub-159,EyesClosed,oz,3,-10.340075860431313,1
sub-159,EyesClosed,oz,4,-10.42857685326713,1
sub-159,EyesClosed,oz,5,-10.293268181575911,1
sub-159,EyesOpen,oz,0,-11.002221351114985,1
sub-159,EyesOpen,oz,1,-10.84678644310586,1
sub-159,EyesOpen,oz,2,-10.78203081134958,1
sub-159,EyesOpen,oz,3,-10.940651295868873,1
sub-159,EyesOpen,oz,4,-10.80362459403921,1
sub-159,EyesOpen,oz,5,-10.766838753571276,1
sub-160,EyesClosed,oz,0,-11.98782443255833,1
sub-160,EyesClosed,oz,1,-11.811206664393813,1
sub-160,EyesClosed,oz,2,-11.759279581495628,1
sub-160,EyesClosed,oz,3,-11.660623308277238,1
sub-160,EyesClosed,oz,4,-11.428306222272301,1
sub-160,EyesClosed,oz,5,-11.616163946728241,1
sub-160,EyesOpen,oz,0,-11.873450657091016,1
sub-160,EyesOpen,oz,1,-11.839289319785507,1
sub-160,EyesOpen,oz,2,-11.978536474756057,1
sub-160,EyesOpen,oz,3,-12.005352704698883,1
sub-160,EyesOpen,oz,4,-11.996725165161463,1
sub-160,EyesOpen,oz,5,-11.863937044900593,1
sub-161,EyesClosed,oz,0,-10.472982340214536,1
sub-161,EyesClosed,oz,1,-10.181755152922525,1
sub-161,EyesClosed,oz,2,-10.297879600595543,1
sub-161,EyesClosed,oz,3,-10.401806645833277,1
sub-161,EyesClosed,oz,4,-10.340012201798254,1
sub-161,EyesClosed,oz,5,-10.494462205437914,1
sub-161,EyesOpen,oz,0,-11.143316687289186,1
sub-161,EyesOpen,oz,1,-11.399959029823416,1
sub-161,EyesOpen,oz,2,-11.554891180922475,1
sub-161,EyesOpen,oz,3,-11.579917238026082,1
sub-161,EyesOpen,oz,4,-11.259896038283166,1
sub-161,EyesOpen,oz,5,-11.48670624388752,1
sub-162,EyesClosed,oz,0,-11.659758413770264,1
sub-162,EyesClosed,oz,1,-11.407439528854843,1
sub-162,EyesClosed,oz,2,-11.23245610358773,1
sub-162,EyesClosed,oz,3,-11.107648593694934,1
sub-162,EyesClosed,oz,4,-10.832461728876368,1
sub-162,EyesClosed,oz,5,-10.742774142913179,1
sub-162,EyesOpen,oz,0,-11.654388057487369,1
sub-162,EyesOpen,oz,1,-11.476519559759897,1
sub-162,EyesOpen,oz,2,-11.546241240105173,1
sub-162,EyesOpen,oz,3,-11.542861999122835,1
sub-162,EyesOpen,oz,4,-11.576835321719889,1
sub-162,EyesOpen,oz,5,-11.50978719975247,1
sub-163,EyesClosed,oz,0,-10.171251128861696,1
sub-163,EyesClosed,oz,1,-10.146405468778521,1
sub-163,EyesClosed,oz,2,-10.241141080711563,1
sub-163,EyesClosed,oz,3,-10.164743537082806,1
sub-163,EyesClosed,oz,4,-10.21258928659163,1
sub-163,EyesClosed,oz,5,-10.202678612832285,1
sub-163,EyesOpen,oz,0,-10.904801736167155,1
sub-163,EyesOpen,oz,1,-10.899225953100245,1
sub-163,EyesOpen,oz,2,-10.987664499572745,1
sub-163,EyesOpen,oz,3,-11.039253284281264,1
sub-163,EyesOpen,oz,4,-11.039627161313167,1
sub-163,EyesOpen,oz,5,-11.013972255262356,1
sub-164,EyesClosed,oz,0,-11.464643728995195,1
sub-164,EyesClosed,oz,1,-11.459510424463899,1
sub-164,EyesClosed,oz,2,-11.302000615974384,1
sub-164,EyesClosed,oz,3,-11.370917117587334,1
sub-164,EyesClosed,oz,4,-11.424351964946084,1
sub-164,EyesClosed,oz,5,-11.250547865615884,1
sub-164,EyesOpen,oz,0,-11.445787378318487,1
